date,Cumulative_solar_power,kWh electricity/day,Gas/day,
9/03/2015,12288,-1.00,11.00,
10/03/2015,12296,6.00,10.00,
11/03/2015,12311,6.00,10.00,
12/03/2015,12328,-2.00,11.00,
13/03/2015,12344,0.00,15.00,
14/03/2015,12360,-2.00,13.00,
15/03/2015,12366,12.00,14.00,
16/03/2015,12369,18.00,14.00,
17/03/2015,12383,-1.00,15.00,
18/03/2015,12399,0.00,11.00,
19/03/2015,12407,11.00,13.00,
20/03/2015,12410,13.00,13.00,
21/03/2015,12413,34.00,8.00,
22/03/2015,12422,13.00,15.00,
23/03/2015,12436,4.00,14.00,
24/03/2015,12450,2.00,13.00,
25/03/2015,12459,6.00,14.00,
26/03/2015,12461,18.00,15.00,
27/03/2015,12466,13.00,14.00,
28/03/2015,12483,0.00,13.00,
29/03/2015,12486,7.00,12.00,
30/03/2015,12488,18.00,14.00,
31/03/2015,12505,0.00,10.00,
1/04/2015,12521,0.00,14.00,
2/04/2015,12536,3.00,14.00,
3/04/2015,12550,0.00,13.00,
4/04/2015,12551,7.00,13.00,
5/04/2015,12567,9.00,13.00,
6/04/2015,12587,-10.00,13.00,
7/04/2015,12595,12.00,13.00,
8/04/2015,12615,-8.00,11.00,
9/04/2015,12632,0.00,10.00,
10/04/2015,12654,-4.00,8.00,
11/04/2015,12675,-4.00,6.00,
12/04/2015,12685,4.00,9.00,
13/04/2015,12709,-5.00,9.00,
14/04/2015,12729,-8.00,7.00,
15/04/2015,12754,-13.00,6.00,
16/04/2015,12777,-8.00,4.00,
17/04/2015,12793,3.00,6.00,
18/04/2015,12812,-9.00,7.00,
19/04/2015,12838,-10.00,8.00,
20/04/2015,12863,-10.00,8.00,
21/04/2015,12889,-10.00,6.00,
22/04/2015,12916,-10.00,6.00,
23/04/2015,12939,-6.00,7.00,
24/04/2015,12964,-9.00,6.00,
25/04/2015,12982,-4.00,5.00,
26/04/2015,12996,-5.00,6.00,
27/04/2015,13005,9.00,8.00,
28/04/2015,13022,-3.00,8.00,
29/04/2015,13049,-10.00,9.00,
30/04/2015,13061,5.00,9.00,
1/05/2015,13083,-5.00,10.00,
2/05/2015,13107,-8.00,8.00,
3/05/2015,13121,4.00,7.00,
4/05/2015,13128,9.00,5.00,
5/05/2015,13147,-5.00,4.00,
6/05/2015,13172,-11.00,3.00,
7/05/2015,13195,-10.00,7.00,
8/05/2015,13214,-4.00,6.00,
9/05/2015,13233,-1.00,3.00,
10/05/2015,13249,-3.00,5.00,
11/05/2015,13275,-9.00,3.00,
12/05/2015,13298,-7.00,1.00,
13/05/2015,13324,-10.00,1.00,
14/05/2015,13353,-9.00,4.00,
15/05/2015,13365,-7.00,5.00,
16/05/2015,13396,-17.00,6.00,
17/05/2015,13406,3.00,7.00,
18/05/2015,13429,-6.00,5.00,
19/05/2015,13439,2.00,7.00,
20/05/2015,13456,-3.00,8.00,
21/05/2015,13483,-11.00,8.00,
22/05/2015,13510,-11.00,8.00,
23/05/2015,13534,-10.00,4.00,
24/05/2015,13548,-3.00,4.00,
25/05/2015,13576,-14.00,3.00,
26/05/2015,13600,-12.00,3.00,
27/05/2015,13631,-19.00,4.00,
28/05/2015,13655,-9.00,3.00,
29/05/2015,13671,2.00,4.00,
30/05/2015,13682,-3.00,6.00,
31/05/2015,13697,0.00,4.00,
1/06/2015,13703,9.00,6.00,
2/06/2015,13725,-6.00,5.00,
3/06/2015,13732,8.00,7.00,
4/06/2015,13749,-2.00,5.00,
5/06/2015,13780,-16.00,2.00,
6/06/2015,13797,-4.00,1.00,
7/06/2015,13830,-20.00,1.00,
8/06/2015,13861,-19.00,1.00,
9/06/2015,13885,-12.00,2.00,
10/06/2015,13911,-12.00,4.00,
11/06/2015,13941,-17.00,2.00,
12/06/2015,13971,-21.00,1.00,
13/06/2015,13991,-7.00,1.00,
14/06/2015,14025,-20.00,1.00,
15/06/2015,14048,-12.00,1.00,
16/06/2015,14072,-10.00,1.00,
17/06/2015,14094,-9.00,1.00,
18/06/2015,14114,-5.00,2.00,
19/06/2015,14137,-10.00,1.00,
20/06/2015,14147,5.00,4.00,
21/06/2015,14162,1.00,5.00,
22/06/2015,14181,-4.00,2.00,
23/06/2015,14191,1.00,4.00,
24/06/2015,14202,2.00,3.00,
25/06/2015,14227,-9.00,6.00,
26/06/2015,14253,-8.00,1.00,
27/06/2015,14280,-20.00,1.00,
28/06/2015,14302,-8.00,1.00,
29/06/2015,14321,-12.00,1.00,
30/06/2015,14348,-14.00,0.00,
1/07/2015,14377,-16.00,0.00,
2/07/2015,14405,-16.00,0.00,
3/07/2015,14428,-12.00,0.00,
4/07/2015,14450,-10.00,0.00,
5/07/2015,14473,-13.00,0.00,
6/07/2015,14489,-3.00,0.00,
7/07/2015,14515,-15.00,0.00,
8/07/2015,14527,-2.00,0.00,
9/07/2015,14540,5.00,1.00,
10/07/2015,14572,-21.00,1.00,
11/07/2015,14600,-16.00,2.00,
12/07/2015,14627,-18.00,1.00,
13/07/2015,14637,11.00,1.00,
14/07/2015,14642,2.00,2.00,
15/07/2015,14649,7.00,2.00,
16/07/2015,14660,-3.00,1.00,
17/07/2015,14680,-10.00,1.00,
18/07/2015,14707,-11.00,1.00,
19/07/2015,14733,-13.00,1.00,
20/07/2015,14752,-6.00,1.00,
21/07/2015,14763,3.00,1.00,
22/07/2015,14785,-8.00,1.00,
23/07/2015,14800,1.00,1.00,
24/07/2015,14814,-5.00,1.00,
25/07/2015,14828,-3.00,1.00,
26/07/2015,14839,4.00,1.00,
27/07/2015,14847,9.00,3.00,
28/07/2015,14855,0.00,3.00,
29/07/2015,14876,-3.00,3.00,
30/07/2015,14899,-10.00,4.00,
31/07/2015,14910,-2.00,5.00,
1/08/2015,14933,-2.00,4.00,
2/08/2015,14958,-12.00,2.00,
3/08/2015,14983,-12.00,1.00,
4/08/2015,14999,-5.00,1.00,
5/08/2015,15021,-6.00,1.00,
6/08/2015,15042,-10.00,0.00,
7/08/2015,15069,-10.00,0.00,
8/08/2015,15087,-5.00,0.00,
9/08/2015,15100,-13.00,0.00,
10/08/2015,15124,0.00,0.00,
11/08/2015,15134,-4.00,0.00,
12/08/2015,15150,-3.00,0.00,
13/08/2015,15170,-5.00,0.00,
14/08/2015,15190,-6.00,0.00,
15/08/2015,15200,0.00,0.00,
16/08/2015,15211,6.00,1.00,
17/08/2015,15220,3.00,1.00,
18/08/2015,15234,3.00,2.00,
19/08/2015,15243,4.00,4.00,
20/08/2015,15258,-2.00,3.00,
21/08/2015,15272,3.00,2.00,
22/08/2015,15294,-10.00,1.00,
23/08/2015,15317,-13.00,1.00,
24/08/2015,15325,6.00,1.00,
25/08/2015,15337,-4.00,2.00,
26/08/2015,15348,6.00,3.00,
27/08/2015,15362,4.00,1.00,
28/08/2015,15366,6.00,4.00,
29/08/2015,15386,-6.00,5.00,
30/08/2015,15402,-2.00,1.00,
31/08/2015,15421,-4.00,1.00,
1/09/2015,15429,6.00,1.00,
2/09/2015,15445,-2.00,1.00,
3/09/2015,15454,4.00,2.00,
4/09/2015,15464,5.00,5.00,
5/09/2015,15473,9.00,4.00,
6/09/2015,15480,6.00,6.00,
7/09/2015,15495,5.00,6.00,
8/09/2015,15504,3.00,4.00,
9/09/2015,15513,6.00,3.00,
10/09/2015,15531,0.00,4.00,
11/09/2015,15552,-8.00,3.00,
12/09/2015,15572,-5.00,4.00,
13/09/2015,15577,9.00,5.00,
14/09/2015,15585,11.00,4.00,
15/09/2015,15598,3.00,4.00,
16/09/2015,15606,6.00,7.00,
17/09/2015,15611,11.00,4.00,
18/09/2015,15617,9.00,5.00,
19/09/2015,15628,5.00,5.00,
20/09/2015,15640,2.00,6.00,
21/09/2015,15656,2.00,6.00,
22/09/2015,15666,9.00,6.00,
23/09/2015,15670,9.00,5.00,
24/09/2015,15677,10.00,6.00,
25/09/2015,15687,7.00,7.00,
26/09/2015,15693,7.00,7.00,
27/09/2015,15707,4.00,7.00,
28/09/2015,15723,2.00,7.00,
29/09/2015,15736,3.00,6.00,
30/09/2015,15751,0.00,7.00,
1/10/2015,15768,3.00,7.00,
2/10/2015,15783,0.00,7.00,
3/10/2015,15798,-3.00,7.00,
4/10/2015,15809,5.00,6.00,
5/10/2015,15823,4.00,8.00,
6/10/2015,15827,15.00,7.00,
7/10/2015,15832,13.00,5.00,
8/10/2015,15836,13.00,5.00,
9/10/2015,15842,5.00,6.00,
10/10/2015,15855,6.00,7.00,
11/10/2015,15858,15.00,9.00,
12/10/2015,15870,0.00,10.00,
13/10/2015,15883,4.00,11.00,
14/10/2015,15887,8.00,13.00,
15/10/2015,15889,13.00,15.00,
16/10/2015,15893,30.00,12.00,
17/10/2015,15895,12.00,13.00,
18/10/2015,15901,14.00,11.00,
19/10/2015,15904,11.00,10.00,
20/10/2015,15906,22.00,9.00,
21/10/2015,15909,22.00,9.00,
22/10/2015,15911,13.00,10.00,
23/10/2015,15915,10.00,7.00,
24/10/2015,15925,11.00,8.00,
25/10/2015,15934,17.00,8.00,
26/10/2015,15936,10.00,8.00,
27/10/2015,15938,7.00,9.00,
28/10/2015,15939,11.00,9.00,
29/10/2015,15940,15.00,7.00,
30/10/2015,15947,7.00,8.00,
31/10/2015,15954,12.00,8.00,
1/11/2015,15962,6.00,9.00,
2/11/2015,15970,10.00,9.00,
3/11/2015,15979,13.00,12.00,
4/11/2015,15985,11.00,9.00,
5/11/2015,15988,13.00,12.00,
6/11/2015,15992,12.00,3.00,
7/11/2015,15995,14.00,3.00,
8/11/2015,15998,13.00,6.00,
9/11/2015,16003,6.00,6.00,
10/11/2015,16007,14.00,7.00,
11/11/2015,16010,14.00,8.00,
12/11/2015,16012,16.00,7.00,
13/11/2015,16016,12.00,8.00,
14/11/2015,16020,12.00,9.00,
15/11/2015,16023,14.00,12.00,
16/11/2015,16025,15.00,9.00,
17/11/2015,16026,15.00,9.00,
18/11/2015,16028,15.00,9.00,
19/11/2015,16032,15.00,8.00,
20/11/2015,16032,14.00,9.00,
21/11/2015,16033,14.00,11.00,
22/11/2015,16036,13.00,14.00,
23/11/2015,16039,16.00,14.00,
24/11/2015,16043,15.00,17.00,
25/11/2015,16044,17.00,19.00,
26/11/2015,16046,19.00,15.00,
27/11/2015,16051,10.00,12.00,
28/11/2015,16052,20.00,17.00,
29/11/2015,16056,15.00,15.00,
30/11/2015,16057,15.00,11.00,
1/12/2015,16058,15.00,12.00,
2/12/2015,16058,16.00,13.00,
3/12/2015,16062,15.00,10.00,
4/12/2015,16065,17.00,10.00,
5/12/2015,16070,8.00,13.00,
6/12/2015,16072,16.00,15.00,
7/12/2015,16074,17.00,12.00,
8/12/2015,16077,14.00,10.00,
9/12/2015,16079,18.00,13.00,
10/12/2015,16083,16.00,12.00,
11/12/2015,16085,12.00,13.00,
12/12/2015,16087,15.00,14.00,
13/12/2015,16089,16.00,15.00,
14/12/2015,16090,21.00,14.00,
15/12/2015,16090,16.00,13.00,
16/12/2015,16091,12.00,12.00,
17/12/2015,16094,20.00,12.00,
18/12/2015,16096,13.00,9.00,
19/12/2015,16097,14.00,10.00,
20/12/2015,16099,15.00,11.00,
21/12/2015,16101,16.00,11.00,
22/12/2015,16103,20.00,10.00,
23/12/2015,16104,15.00,10.00,
24/12/2015,16107,17.00,10.00,
25/12/2015,16109,15.00,11.00,
26/12/2015,16110,21.00,13.00,
27/12/2015,16113,15.00,10.00,
28/12/2015,16117,15.00,11.00,
29/12/2015,16120,12.00,12.00,
30/12/2015,16122,17.00,13.00,
31/12/2015,16125,14.00,13.00,
1/01/2016,16129,13.00,12.00,
2/01/2016,16131,16.00,13.00,
3/01/2016,16133,15.00,15.00,
4/01/2016,16135,15.00,14.00,
5/01/2016,16136,18.00,13.00,
6/01/2016,16137,17.00,14.00,
7/01/2016,16139,14.00,13.00,
8/01/2016,16144,11.00,16.00,
9/01/2016,16146,20.00,16.00,
10/01/2016,16148,20.00,15.00,
11/01/2016,16149,18.00,14.00,
12/01/2016,16152,16.00,16.00,
13/01/2016,16154,16.00,15.00,
14/01/2016,16156,16.00,18.00,
15/01/2016,16157,19.00,19.00,
16/01/2016,16158,18.00,17.00,
17/01/2016,16162,15.00,18.00,
18/01/2016,16167,15.00,19.00,
19/01/2016,16171,11.00,22.00,
20/01/2016,16176,15.00,22.00,
21/01/2016,16179,16.00,20.00,
22/01/2016,16183,16.00,20.00,
23/01/2016,16186,16.00,18.00,
24/01/2016,16188,19.00,16.00,
25/01/2016,16189,22.00,15.00,
26/01/2016,16194,12.00,11.00,
27/01/2016,16198,12.00,11.00,
28/01/2016,16199,19.00,14.00,
29/01/2016,16206,6.00,11.00,
30/01/2016,16208,17.00,18.00,
31/01/2016,16208,17.00,14.00,
1/02/2016,16210,19.00,16.00,
2/02/2016,16211,16.00,12.00,
3/02/2016,16213,15.00,12.00,
4/02/2016,16216,19.00,18.00,
5/02/2016,16218,9.00,12.00,
6/02/2016,16219,18.00,14.00,
7/02/2016,16222,14.00,13.00,
8/02/2016,16228,10.00,12.00,
9/02/2016,16230,16.00,16.00,
10/02/2016,16233,16.00,16.00,
11/02/2016,16237,15.00,18.00,
12/02/2016,16243,15.00,17.00,
13/02/2016,16253,7.00,17.00,
14/02/2016,16256,17.00,18.00,
15/02/2016,16260,17.00,18.00,
16/02/2016,16264,16.00,18.00,
17/02/2016,16274,11.00,21.00,
18/02/2016,16284,10.00,19.00,
19/02/2016,16293,13.00,17.00,
20/02/2016,16298,13.00,17.00,
21/02/2016,16300,18.00,14.00,
22/02/2016,16302,19.00,16.00,
23/02/2016,16303,18.00,14.00,
24/02/2016,16310,10.00,18.00,
25/02/2016,16318,10.00,11.00,
26/02/2016,16323,19.00,18.00,
27/02/2016,16329,13.00,17.00,
28/02/2016,16340,7.00,18.00,
29/02/2016,16355,4.00,17.00,
1/03/2016,16367,10.00,16.00,
2/03/2016,16370,17.00,19.00,
3/03/2016,16377,10.00,17.00,
4/03/2016,16388,6.00,16.00,
5/03/2016,16393,14.00,18.00,
6/03/2016,16400,13.00,16.00,
7/03/2016,16408,14.00,18.00,
8/03/2016,16415,17.00,17.00,
9/03/2016,16423,5.00,17.00,
10/03/2016,16430,5.00,15.00,
11/03/2016,16444,4.00,13.00,
12/03/2016,16454,9.00,16.00,
13/03/2016,16469,0.00,15.00,
14/03/2016,16486,4.00,16.00,
15/03/2016,16504,-2.00,15.00,
16/03/2016,16514,9.00,16.00,
17/03/2016,16526,11.00,17.00,
18/03/2016,16542,15.00,13.00,
19/03/2016,16545,13.00,15.00,
20/03/2016,16550,12.00,13.00,
21/03/2016,16557,10.00,12.00,
22/03/2016,16563,0.00,13.00,
23/03/2016,16577,5.00,13.00,
24/03/2016,16587,8.00,11.00,
25/03/2016,16597,7.00,13.00,
26/03/2016,16607,7.00,14.00,
27/03/2016,16617,8.00,15.00,
28/03/2016,16631,4.00,12.00,
29/03/2016,16648,2.00,13.00,
30/03/2016,16667,1.00,11.00,
31/03/2016,16679,3.00,11.00,
1/04/2016,16685,14.00,12.00,
2/04/2016,16697,5.00,10.00,
3/04/2016,16706,9.00,8.00,
4/04/2016,16723,-1.00,6.00,
5/04/2016,16734,7.00,6.00,
6/04/2016,16742,9.00,10.00,
7/04/2016,16750,10.00,10.00,
8/04/2016,16758,9.00,12.00,
9/04/2016,16773,3.00,12.00,
10/04/2016,16789,1.00,10.00,
11/04/2016,16809,-4.00,9.00,
12/04/2016,16822,4.00,8.00,
13/04/2016,16834,4.00,7.00,
14/04/2016,16847,4.00,8.00,
15/04/2016,16864,-2.00,8.00,
16/04/2016,16881,0.00,7.00,
17/04/2016,16891,8.00,9.00,
18/04/2016,16915,-6.00,11.00,
19/04/2016,16923,9.00,10.00,
20/04/2016,16946,0.00,8.00,
21/04/2016,16969,0.00,9.00,
22/04/2016,16992,-15.00,8.00,
23/04/2016,17010,0.00,9.00,
24/04/2016,17025,-1.00,8.00,
25/04/2016,17047,-2.00,13.00,
26/04/2016,17054,14.00,13.00,
27/04/2016,17069,7.00,17.00,
28/04/2016,17082,5.00,13.00,
29/04/2016,17098,2.00,13.00,
30/04/2016,17110,7.00,13.00,
1/05/2016,17123,3.00,11.00,
2/05/2016,17150,-10.00,9.00,
3/05/2016,17170,-4.00,9.00,
4/05/2016,17199,-11.00,8.00,
5/05/2016,17222,-8.00,7.00,
6/05/2016,17250,-13.00,6.00,
7/05/2016,17275,-8.00,2.00,
8/05/2016,17294,-5.00,1.00,
9/05/2016,17321,-12.00,1.00,
10/05/2016,17340,-4.00,1.00,
11/05/2016,17351,4.00,1.00,
12/05/2016,17371,-3.00,1.00,
13/05/2016,17392,-7.00,1.00,
14/05/2016,17417,-12.00,1.00,
15/05/2016,17438,-5.00,6.00,
16/05/2016,17452,1.00,7.00,
17/05/2016,17468,0.00,8.00,
18/05/2016,17481,5.00,6.00,
19/05/2016,17495,0.00,4.00,
20/05/2016,17517,-7.00,4.00,
21/05/2016,17533,-2.00,4.00,
22/05/2016,17553,-3.00,1.00,
23/05/2016,17559,8.00,4.00,
24/05/2016,17568,3.00,5.00,
25/05/2016,17583,1.00,6.00,
26/05/2016,17603,-4.00,6.00,
27/05/2016,17626,-6.00,3.00,
28/05/2016,17648,-7.00,2.00,
29/05/2016,17667,-6.00,1.00,
30/05/2016,17676,7.00,1.00,
31/05/2016,17678,12.00,3.00,
1/06/2016,17685,9.00,3.00,
2/06/2016,17690,9.00,4.00,
3/06/2016,17696,10.00,5.00,
4/06/2016,17709,2.00,4.00,
5/06/2016,17724,0.00,3.00,
6/06/2016,17739,2.00,1.00,
7/06/2016,17760,-8.00,1.00,
8/06/2016,17781,-6.00,1.00,
9/06/2016,17814,-20.00,1.00,
10/06/2016,17845,-17.00,1.00,
11/06/2016,17865,-7.00,1.00,
12/06/2016,17882,-2.00,1.00,
13/06/2016,17895,0.00,1.00,
14/06/2016,17904,7.00,1.00,
15/06/2016,17923,-6.00,1.00,
16/06/2016,17939,-1.00,2.00,
17/06/2016,17948,10.00,3.00,
18/06/2016,17965,-2.00,3.00,
19/06/2016,17977,4.00,3.00,
20/06/2016,17998,-3.00,2.00,
21/06/2016,18005,8.00,6.00,
22/06/2016,18012,8.00,1.00,
23/06/2016,18034,-11.00,1.00,
24/06/2016,18054,-6.00,2.00,
25/06/2016,18079,-12.00,1.00,
26/06/2016,18091,5.00,1.00,
27/06/2016,18107,-4.00,2.00,
28/06/2016,18119,6.00,3.00,
29/06/2016,18139,-8.00,3.00,
30/06/2016,18155,2.00,2.00,
1/07/2016,18165,10.00,1.00,
2/07/2016,18176,1.00,3.00,
3/07/2016,18200,-10.00,4.00,
4/07/2016,18223,-9.00,2.00,
5/07/2016,18247,-10.00,2.00,
6/07/2016,18263,-4.00,1.00,
7/07/2016,18291,-14.00,2.00,
8/07/2016,18311,-6.00,1.00,
9/07/2016,18325,-2.00,1.00,
10/07/2016,18345,-7.00,1.00,
11/07/2016,18367,-2.00,1.00,
12/07/2016,18401,-5.00,1.00,
13/07/2016,18410,-11.00,1.00,
14/07/2016,18420,-11.00,1.00,
15/07/2016,18448,-2.00,2.00,
16/07/2016,18468,-17.00,2.00,
17/07/2016,18489,-8.00,2.00,
18/07/2016,18508,-2.00,1.00,
19/07/2016,18530,-3.00,0.00,
20/07/2016,18552,-11.00,0.00,
21/07/2016,18574,-5.00,2.00,
22/07/2016,18595,1.00,0.00,
23/07/2016,18613,0.00,0.00,
24/07/2016,18629,-1.00,0.00,
25/07/2016,18651,-5.00,0.00,
26/07/2016,18670,-1.00,0.00,
27/07/2016,18683,-13.00,0.00,
28/07/2016,18700,3.00,0.00,
29/07/2016,18715,9.00,0.00,
30/07/2016,18733,0.00,0.00,
31/07/2016,18746,0.00,0.00,
1/08/2016,18771,-12.00,0.00,
2/08/2016,18781,3.00,1.00,
3/08/2016,18786,10.00,2.00,
4/08/2016,18800,0.00,2.00,
5/08/2016,18811,0.00,2.00,
6/08/2016,18832,4.00,1.00,
7/08/2016,18853,-14.00,2.00,
8/08/2016,18868,-2.00,1.00,
9/08/2016,18893,-1.00,1.00,
10/08/2016,18916,-7.00,1.00,
11/08/2016,18936,-20.00,2.00,
12/08/2016,18941,10.00,5.00,
13/08/2016,18963,-8.00,2.00,
14/08/2016,18983,-8.00,1.00,
15/08/2016,18998,2.00,1.00,
16/08/2016,19024,-15.00,1.00,
17/08/2016,19045,-10.00,1.00,
18/08/2016,19060,-12.00,1.00,
19/08/2016,19080,-12.00,1.00,
20/08/2016,19105,6.00,1.00,
21/08/2016,19124,-9.00,1.00,
22/08/2016,19139,1.00,1.00,
23/08/2016,19160,-7.00,1.00,
24/08/2016,19183,-11.00,0.00,
25/08/2016,19206,-10.00,0.00,
26/08/2016,19228,-9.00,0.00,
27/08/2016,19245,-4.00,0.00,
28/08/2016,19259,-2.00,0.00,
29/08/2016,19278,-6.00,0.00,
30/08/2016,19294,-2.00,0.00,
31/08/2016,19316,-8.00,0.00,
1/09/2016,19331,-8.00,0.00,
2/09/2016,19354,-7.00,0.00,
3/09/2016,19366,1.00,0.00,
4/09/2016,19383,-3.00,0.00,
5/09/2016,19390,0.00,0.00,
6/09/2016,19404,2.00,2.00,
7/09/2016,19413,4.00,1.00,
8/09/2016,19434,-11.00,1.00,
9/09/2016,19452,-5.00,1.00,
10/09/2016,19473,-8.00,1.00,
11/09/2016,19489,-4.00,1.00,
12/09/2016,19496,6.00,1.00,
13/09/2016,19510,-5.00,1.00,
14/09/2016,19533,-6.00,1.00,
15/09/2016,19550,-6.00,1.00,
16/09/2016,19563,0.00,1.00,
17/09/2016,19575,0.00,1.00,
18/09/2016,19589,0.00,1.00,
19/09/2016,19601,1.00,1.00,
20/09/2016,19611,4.00,1.00,
21/09/2016,19624,1.00,3.00,
22/09/2016,19638,0.00,3.00,
23/09/2016,19649,4.00,3.00,
24/09/2016,19659,3.00,3.00,
25/09/2016,19676,-2.00,3.00,
26/09/2016,19681,7.00,3.00,
27/09/2016,19689,5.00,6.00,
28/09/2016,19702,3.00,5.00,
29/09/2016,19715,1.00,3.00,
30/09/2016,19719,9.00,5.00,
1/10/2016,19726,7.00,5.00,
2/10/2016,19735,5.00,4.00,
3/10/2016,19741,9.00,5.00,
4/10/2016,19748,9.00,7.00,
5/10/2016,19752,9.00,7.00,
6/10/2016,19766,0.00,8.00,
7/10/2016,19774,6.00,9.00,
8/10/2016,19778,13.00,8.00,
9/10/2016,19788,4.00,8.00,
10/10/2016,19798,3.00,9.00,
11/10/2016,19806,11.00,8.00,
12/10/2016,19813,11.00,9.00,
13/10/2016,19815,9.00,10.00,
14/10/2016,19825,4.00,10.00,
15/10/2016,19829,13.00,10.00,
16/10/2016,19840,5.00,8.00,
17/10/2016,19850,4.00,6.00,
18/10/2016,19859,4.00,7.00,
19/10/2016,19862,13.00,9.00,
20/10/2016,19865,10.00,10.00,
21/10/2016,19870,9.00,9.00,
22/10/2016,19879,6.00,11.00,
23/10/2016,19888,6.00,11.00,
24/10/2016,19891,12.00,12.00,
25/10/2016,19892,13.00,11.00,
26/10/2016,19895,15.00,9.00,
27/10/2016,19904,8.00,10.00,
28/10/2016,19907,11.00,8.00,
29/10/2016,19909,13.00,8.00,
30/10/2016,19916,9.00,7.00,
31/10/2016,19922,11.00,9.00,
1/11/2016,19929,6.00,8.00,
2/11/2016,19933,9.00,9.00,
3/11/2016,19937,12.00,10.00,
4/11/2016,19943,10.00,11.00,
5/11/2016,19947,11.00,11.00,
6/11/2016,19950,13.00,13.00,
7/11/2016,19953,16.00,13.00,
8/11/2016,19954,14.00,13.00,
9/11/2016,19957,13.00,14.00,
10/11/2016,19958,14.00,15.00,
11/11/2016,19960,16.00,14.00,
12/11/2016,19967,7.00,16.00,
13/11/2016,19970,16.00,15.00,
14/11/2016,19970,13.00,14.00,
15/11/2016,19972,13.00,14.00,
16/11/2016,19973,16.00,12.00,
17/11/2016,19975,13.00,10.00,
18/11/2016,19977,14.00,10.00,
19/11/2016,19980,14.00,14.00,
20/11/2016,19983,11.00,14.00,
21/11/2016,19985,12.00,12.00,
22/11/2016,19986,15.00,10.00,
23/11/2016,19990,13.00,10.00,
24/11/2016,19994,14.00,10.00,
25/11/2016,19997,11.00,11.00,
26/11/2016,20003,10.00,14.00,
27/11/2016,20006,13.00,14.00,
28/11/2016,20011,15.00,13.00,
29/11/2016,20017,10.00,17.00,
30/11/2016,20022,12.00,18.00,
1/12/2016,20028,11.00,19.00,
2/12/2016,20029,17.00,15.00,
3/12/2016,20030,14.00,15.00,
4/12/2016,20035,13.00,16.00,
5/12/2016,20041,16.00,17.00,
6/12/2016,20045,11.00,19.00,
7/12/2016,20049,15.00,17.00,
8/12/2016,20052,16.00,14.00,
9/12/2016,20057,12.00,14.00,
10/12/2016,20060,14.00,12.00,
11/12/2016,20061,14.00,13.00,
12/12/2016,20063,14.00,13.00,
13/12/2016,20065,19.00,14.00,
14/12/2016,20065,14.00,12.00,
15/12/2016,20069,11.00,13.00,
16/12/2016,20074,11.00,13.00,
17/12/2016,20076,16.00,13.00,
18/12/2016,20077,15.00,14.00,
19/12/2016,20078,21.00,13.00,
20/12/2016,20082,11.00,14.00,
21/12/2016,20086,11.00,15.00,
22/12/2016,20088,16.00,16.00,
23/12/2016,20088,18.00,14.00,
24/12/2016,20091,13.00,15.00,
25/12/2016,20093,15.00,15.00,
26/12/2016,20093,14.00,12.00,
27/12/2016,20097,11.00,13.00,
28/12/2016,20101,14.00,14.00,
29/12/2016,20102,18.00,15.00,
30/12/2016,20105,15.00,18.00,
31/12/2016,20109,14.00,20.00,
1/01/2017,20111,19.00,20.00,
2/01/2017,20112,17.00,20.00,
3/01/2017,20115,6.00,18.00,
4/01/2017,20117,15.00,18.00,
5/01/2017,20119,15.00,17.00,
6/01/2017,20125,14.00,18.00,
7/01/2017,20129,11.00,19.00,
8/01/2017,20130,18.00,21.00,
9/01/2017,20131,17.00,17.00,
10/01/2017,20132,14.00,15.00,
11/01/2017,20133,13.00,13.00,
12/01/2017,20135,15.00,15.00,
13/01/2017,20137,16.00,17.00,
14/01/2017,20139,22.00,21.00,
15/01/2017,20141,11.00,18.00,
16/01/2017,20143,17.00,18.00,
17/01/2017,20145,14.00,18.00,
18/01/2017,20150,14.00,20.00,
19/01/2017,20156,9.00,20.00,
20/01/2017,20162,13.00,21.00,
21/01/2017,20169,10.00,20.00,
22/01/2017,20175,12.00,20.00,
23/01/2017,20180,14.00,20.00,
24/01/2017,20183,13.00,19.00,
25/01/2017,20184,16.00,18.00,
26/01/2017,20186,18.00,19.00,
27/01/2017,20193,9.00,21.00,
28/01/2017,20197,15.00,18.00,
29/01/2017,20201,13.00,15.00,
30/01/2017,20208,11.00,15.00,
31/01/2017,20208,15.00,15.00,
1/02/2017,20210,13.00,18.00,
2/02/2017,20212,13.00,13.00,
3/02/2017,20216,13.00,13.00,
4/02/2017,20222,14.00,13.00,
5/02/2017,20223,15.00,14.00,
6/02/2017,20226,12.00,12.00,
7/02/2017,20228,13.00,14.00,
8/02/2017,20229,13.00,14.00,
9/02/2017,20230,21.00,16.00,
10/02/2017,20232,12.00,18.00,
11/02/2017,20234,16.00,19.00,
12/02/2017,20235,14.00,19.00,
13/02/2017,20238,15.00,19.00,
14/02/2017,20248,9.00,16.00,
15/02/2017,20256,10.00,15.00,
16/02/2017,20262,10.00,13.00,
17/02/2017,20271,8.00,12.00,
18/02/2017,20275,10.00,13.00,
19/02/2017,20281,10.00,12.00,
20/02/2017,20284,15.00,14.00,
21/02/2017,20286,17.00,13.00,
22/02/2017,20288,14.00,11.00,
23/02/2017,20289,15.00,13.00,
24/02/2017,20292,10.00,14.00,
25/02/2017,20302,7.00,15.00,
26/02/2017,20307,12.00,14.00,
27/02/2017,20310,14.00,14.00,
28/02/2017,20312,14.00,14.00,
