date,Cumulative_solar_power,kWh electricity/day,Gas/day,
1/03/2017,20318,11.00,15.00,
2/03/2017,20323,13.00,15.00,
3/03/2017,20327,13.00,15.00,
4/03/2017,20331,11.00,13.00,
5/03/2017,20335,13.00,12.00,
6/03/2017,20337,14.00,13.00,
7/03/2017,20342,12.00,15.00,
8/03/2017,20352,8.00,13.00,
9/03/2017,20353,15.00,14.00,
10/03/2017,20362,8.00,11.00,
11/03/2017,20375,3.00,13.00,
12/03/2017,20383,3.00,10.00,
13/03/2017,20399,3.00,11.00,
14/03/2017,20411,3.00,11.00,
15/03/2017,20418,7.00,11.00,
16/03/2017,20433,-1.00,9.00,
17/03/2017,20449,-2.00,9.00,
18/03/2017,20461,6.00,11.00,
19/03/2017,20464,16.00,11.00,
20/03/2017,20468,10.00,10.00,
21/03/2017,20475,13.00,11.00,
22/03/2017,20487,1.00,11.00,
23/03/2017,20500,1.00,11.00,
24/03/2017,20518,1.00,12.00,
25/03/2017,20538,-2.00,11.00,
26/03/2017,20558,-3.00,10.00,
27/03/2017,20578,-2.00,9.00,
28/03/2017,20599,-5.00,9.00,
29/03/2017,20616,-1.00,8.00,
30/03/2017,20626,3.00,7.00,
31/03/2017,20646,-7.00,5.00,
1/04/2017,20652,8.00,6.00,
2/04/2017,20662,0.00,6.00,
3/04/2017,20681,-2.00,8.00,
4/04/2017,20698,-4.00,8.00,
5/04/2017,20716,-1.00,9.00,
6/04/2017,20729,1.00,8.00,
7/04/2017,20741,6.00,9.00,
8/04/2017,20750,7.00,9.00,
9/04/2017,20773,-6.00,9.00,
10/04/2017,20796,-11.00,6.00,
11/04/2017,20811,2.00,8.00,
12/04/2017,20823,5.00,10.00,
13/04/2017,20835,2.00,10.00,
14/04/2017,20857,-9.00,10.00,
15/04/2017,20866,8.00,10.00,
16/04/2017,20883,-1.00,10.00,
17/04/2017,20899,2.00,11.00,
18/04/2017,20923,-4.00,11.00,
19/04/2017,20943,-8.00,10.00,
20/04/2017,20961,-4.00,13.00,
21/04/2017,20987,-8.00,10.00,
22/04/2017,20995,10.00,10.00,
23/04/2017,21010,2.00,10.00,
24/04/2017,21020,3.00,9.00,
25/04/2017,21038,0.00,10.00,
26/04/2017,21064,-9.00,11.00,
27/04/2017,21083,-2.00,11.00,
28/04/2017,21101,-5.00,11.00,
29/04/2017,21119,-2.00,11.00,
30/04/2017,21135,-1.00,10.00,
1/05/2017,21157,-6.00,7.00,
2/05/2017,21167,6.00,7.00,
3/05/2017,21174,10.00,9.00,
4/05/2017,21188,-2.00,7.00,
5/05/2017,21203,1.00,8.00,
6/05/2017,21213,2.00,8.00,
7/05/2017,21233,-3.00,6.00,
8/05/2017,21240,9.00,8.00,
9/05/2017,21255,-1.00,8.00,
10/05/2017,21280,-9.00,7.00,
11/05/2017,21308,-12.00,7.00,
12/05/2017,21322,-2.00,5.00,
13/05/2017,21341,-4.00,2.00,
14/05/2017,21355,0.00,3.00,
15/05/2017,21373,-3.00,4.00,
16/05/2017,21390,-5.00,4.00,
17/05/2017,21410,-7.00,1.00,
18/05/2017,21433,-12.00,1.00,
19/05/2017,21446,2.00,1.00,
20/05/2017,21455,4.00,3.00,
21/05/2017,21483,-12.00,4.00,
22/05/2017,21507,-10.00,3.00,
23/05/2017,21530,-13.00,1.00,
24/05/2017,21558,-17.00,1.00,
25/05/2017,21585,-14.00,1.00,
26/05/2017,21614,-14.00,1.00,
27/05/2017,21643,-13.00,1.00,
28/05/2017,21667,-13.00,1.00,
29/05/2017,21689,-14.00,1.00,
30/05/2017,21708,-11.00,0.00,
31/05/2017,21724,-2.00,1.00,
1/06/2017,21745,-9.00,1.00,
2/06/2017,21769,-12.00,1.00,
3/06/2017,21794,-14.00,1.00,
4/06/2017,21808,-2.00,1.00,
5/06/2017,21832,-11.00,1.00,
6/06/2017,21854,-8.00,1.00,
7/06/2017,21874,-6.00,2.00,
8/06/2017,21893,-7.00,3.00,
9/06/2017,21916,-10.00,1.00,
10/06/2017,21941,-13.00,2.00,
11/06/2017,21972,-15.00,1.00,
12/06/2017,21989,-5.00,1.00,
13/06/2017,21998,5.00,1.00,
14/06/2017,22022,-14.00,1.00,
15/06/2017,22051,-15.00,0.00,
16/06/2017,22078,-15.00,1.00,
17/06/2017,22100,-10.00,1.00,
18/06/2017,22127,-16.00,1.00,
19/06/2017,22153,-16.00,0.00,
20/06/2017,22180,-16.00,0.00,
21/06/2017,22205,-15.00,0.00,
22/06/2017,22231,-18.00,0.00,
23/06/2017,22257,-15.00,0.00,
24/06/2017,22283,-15.00,0.00,
25/06/2017,22290,5.00,0.00,
26/06/2017,22301,-2.00,0.00,
27/06/2017,22320,-6.00,0.00,
28/06/2017,22341,-7.00,0.00,
29/06/2017,22354,0.00,0.00,
30/06/2017,22369,-2.00,0.00,
1/07/2017,22384,0.00,0.00,
2/07/2017,22389,7.00,3.00,
3/07/2017,22410,-5.00,2.00,
4/07/2017,22435,-10.00,2.00,
5/07/2017,22459,-11.00,1.00,
6/07/2017,22485,-17.00,1.00,
7/07/2017,22501,-3.00,0.00,
8/07/2017,22526,-14.00,0.00,
9/07/2017,22550,-12.00,1.00,
10/07/2017,22572,-10.00,1.00,
11/07/2017,22586,-4.00,1.00,
12/07/2017,22598,0.00,1.00,
13/07/2017,22616,-6.00,0.00,
14/07/2017,22640,-9.00,1.00,
15/07/2017,22654,-1.00,1.00,
16/07/2017,22666,0.00,1.00,
17/07/2017,22680,-8.00,1.00,
18/07/2017,22700,-8.00,2.00,
19/07/2017,22727,-8.00,1.00,
20/07/2017,22745,-5.00,1.00,
21/07/2017,22764,-3.00,0.00,
22/07/2017,22789,-11.00,1.00,
23/07/2017,22801,-2.00,1.00,
24/07/2017,22817,-4.00,1.00,
25/07/2017,22836,-6.00,1.00,
26/07/2017,22850,-6.00,3.00,
27/07/2017,22869,-3.00,1.00,
28/07/2017,22890,-8.00,1.00,
29/07/2017,22900,5.00,1.00,
30/07/2017,22910,6.00,1.00,
31/07/2017,22931,-16.00,0.00,
1/08/2017,22954,-6.00,0.00,
2/08/2017,22971,-7.00,0.00,
3/08/2017,22980,4.00,0.00,
4/08/2017,23004,-8.00,0.00,
5/08/2017,23021,-3.00,0.00,
6/08/2017,23035,1.00,0.00,
7/08/2017,23055,-7.00,1.00,
8/08/2017,23080,-13.00,1.00,
9/08/2017,23083,12.00,2.00,
10/08/2017,23103,-5.00,2.00,
11/08/2017,23108,9.00,2.00,
12/08/2017,23125,-2.00,2.00,
13/08/2017,23134,8.00,2.00,
14/08/2017,23148,-4.00,1.00,
15/08/2017,23169,-6.00,1.00,
16/08/2017,23181,-1.00,1.00,
17/08/2017,23198,-6.00,1.00,
18/08/2017,23205,5.00,1.00,
19/08/2017,23218,3.00,2.00,
20/08/2017,23231,0.00,3.00,
21/08/2017,23245,1.00,3.00,
22/08/2017,23255,3.00,2.00,
23/08/2017,23274,-5.00,1.00,
24/08/2017,23288,-2.00,1.00,
25/08/2017,23305,-7.00,1.00,
26/08/2017,23320,-2.00,1.00,
27/08/2017,23335,-4.00,1.00,
28/08/2017,23353,-4.00,1.00,
29/08/2017,23372,-7.00,0.00,
30/08/2017,23391,-7.00,0.00,
31/08/2017,23398,6.00,0.00,
1/09/2017,23411,0.00,0.00,
2/09/2017,23422,3.00,3.00,
3/09/2017,23438,-4.00,4.00,
4/09/2017,23452,-3.00,3.00,
5/09/2017,23459,8.00,3.00,
6/09/2017,23466,4.00,2.00,
7/09/2017,23474,9.00,3.00,
8/09/2017,23485,4.00,3.00,
9/09/2017,23488,11.00,4.00,
10/09/2017,23501,1.00,4.00,
11/09/2017,23512,3.00,6.00,
12/09/2017,23522,2.00,5.00,
13/09/2017,23541,-3.00,6.00,
14/09/2017,23557,-4.00,5.00,
15/09/2017,23562,13.00,7.00,
16/09/2017,23577,1.00,7.00,
17/09/2017,23585,9.00,9.00,
18/09/2017,23597,4.00,7.00,
19/09/2017,23606,4.00,7.00,
20/09/2017,23617,4.00,7.00,
21/09/2017,23631,-1.00,5.00,
22/09/2017,23646,-7.00,5.00,
23/09/2017,23657,3.00,6.00,
24/09/2017,23674,-3.00,7.00,
25/09/2017,23691,-2.00,5.00,
26/09/2017,23705,1.00,6.00,
27/09/2017,23720,1.00,5.00,
28/09/2017,23728,8.00,5.00,
29/09/2017,23735,7.00,3.00,
30/09/2017,23744,5.00,3.00,
1/10/2017,23751,9.00,4.00,
2/10/2017,23756,12.00,6.00,
3/10/2017,23765,3.00,5.00,
4/10/2017,23780,1.00,6.00,
5/10/2017,23787,7.00,7.00,
6/10/2017,23797,2.00,7.00,
7/10/2017,23808,5.00,8.00,
8/10/2017,23810,13.00,9.00,
9/10/2017,23815,11.00,8.00,
10/10/2017,23820,9.00,7.00,
11/10/2017,23825,12.00,6.00,
12/10/2017,23829,10.00,6.00,
13/10/2017,23841,3.00,6.00,
14/10/2017,23847,7.00,5.00,
15/10/2017,23856,8.00,5.00,
16/10/2017,23866,5.00,2.00,
17/10/2017,23875,5.00,3.00,
18/10/2017,23881,8.00,4.00,
19/10/2017,23887,6.00,2.00,
20/10/2017,23894,7.00,8.00,
21/10/2017,23898,7.00,3.00,
22/10/2017,23906,9.00,10.00,
23/10/2017,23909,12.00,10.00,
24/10/2017,23914,7.00,8.00,
25/10/2017,23915,15.00,6.00,
26/10/2017,23917,12.00,6.00,
27/10/2017,23920,13.00,5.00,
28/10/2017,23928,5.00,8.00,
29/10/2017,23931,10.00,9.00,
30/10/2017,23937,11.00,9.00,
31/10/2017,23943,11.00,10.00,
1/11/2017,23946,12.00,10.00,
2/11/2017,23951,14.00,11.00,
3/11/2017,23957,10.00,9.00,
4/11/2017,23963,8.00,9.00,
5/11/2017,23964,13.00,11.00,
6/11/2017,23970,14.00,11.00,
7/11/2017,23976,8.00,12.00,
8/11/2017,23982,7.00,14.00,
9/11/2017,23983,15.00,14.00,
10/11/2017,23988,12.00,12.00,
11/11/2017,23990,12.00,12.00,
12/11/2017,23992,16.00,13.00,
13/11/2017,23995,11.00,15.00,
14/11/2017,24001,9.00,13.00,
15/11/2017,24003,5.00,13.00,
16/11/2017,24004,13.00,13.00,
17/11/2017,24006,13.00,12.00,
18/11/2017,24008,11.00,12.00,
19/11/2017,24010,12.00,15.00,
20/11/2017,24014,12.00,13.00,
21/11/2017,24014,12.00,15.00,
22/11/2017,24015,15.00,12.00,
23/11/2017,24015,8.00,10.00,
24/11/2017,24023,12.00,11.00,
25/11/2017,24026,13.00,12.00,
26/11/2017,24029,13.00,14.00,
27/11/2017,24036,9.00,17.00,
28/11/2017,24036,14.00,14.00,
29/11/2017,24038,14.00,17.00,
30/11/2017,24040,15.00,17.00,
1/12/2017,24041,15.00,17.00,
2/12/2017,24042,14.00,18.00,
3/12/2017,24043,12.00,20.00,
4/12/2017,24044,18.00,18.00,
5/12/2017,24046,13.00,16.00,
6/12/2017,24047,14.00,16.00,
7/12/2017,24048,15.00,15.00,
8/12/2017,24048,13.00,16.00,
9/12/2017,24051,16.00,18.00,
10/12/2017,24053,15.00,20.00,
11/12/2017,24053,16.00,19.00,
12/12/2017,24053,15.00,20.00,
13/12/2017,24054,16.00,21.00,
14/12/2017,24054,18.00,18.00,
15/12/2017,24057,15.00,20.00,
16/12/2017,24058,14.00,18.00,
17/12/2017,24060,14.00,19.00,
18/12/2017,24062,11.00,16.00,
19/12/2017,24064,18.00,16.00,
20/12/2017,24065,15.00,16.00,
21/12/2017,24066,12.00,13.00,
22/12/2017,24066,17.00,13.00,
23/12/2017,24067,15.00,12.00,
24/12/2017,24067,15.00,12.00,
25/12/2017,24068,18.00,13.00,
26/12/2017,24069,14.00,15.00,
27/12/2017,24070,14.00,16.00,
28/12/2017,24072,13.00,17.00,
29/12/2017,24075,11.00,18.00,
30/12/2017,24075,17.00,20.00,
31/12/2017,24076,15.00,14.00,
1/01/2018,24077,15.00,12.00,
2/01/2018,24078,13.00,15.00,
3/01/2018,24080,14.00,16.00,
4/01/2018,24081,15.00,14.00,
5/01/2018,24081,18.00,15.00,
6/01/2018,24083,10.00,14.00,
7/01/2018,24084,13.00,15.00,
8/01/2018,24088,12.00,18.00,
9/01/2018,24089,14.00,18.00,
10/01/2018,24090,19.00,16.00,
11/01/2018,24091,16.00,16.00,
12/01/2018,24093,13.00,12.00,
13/01/2018,24094,17.00,14.00,
14/01/2018,24096,15.00,15.00,
15/01/2018,24098,16.00,16.00,
16/01/2018,24099,16.00,18.00,
17/01/2018,24103,12.00,17.00,
18/01/2018,24104,16.00,19.00,
19/01/2018,24107,14.00,16.00,
20/01/2018,24112,15.00,18.00,
21/01/2018,24112,17.00,17.00,
22/01/2018,24115,15.00,17.00,
23/01/2018,24119,14.00,15.00,
24/01/2018,24121,15.00,14.00,
25/01/2018,24124,14.00,12.00,
26/01/2018,24126,19.00,13.00,
27/01/2018,24128,13.00,13.00,
28/01/2018,24130,14.00,14.00,
29/01/2018,24132,15.00,14.00,
30/01/2018,24134,13.00,13.00,
31/01/2018,24140,13.00,15.00,
1/02/2018,24141,15.00,15.00,
2/02/2018,24145,14.00,17.00,
3/02/2018,24149,14.00,18.00,
4/02/2018,24150,18.00,17.00,
5/02/2018,24155,14.00,18.00,
6/02/2018,24163,8.00,21.00,
7/02/2018,24170,11.00,20.00,
8/02/2018,24178,7.00,22.00,
9/02/2018,24186,12.00,19.00,
10/02/2018,24189,11.00,20.00,
11/02/2018,24199,12.00,19.00,
12/02/2018,24203,14.00,18.00,
13/02/2018,24209,11.00,18.00,
14/02/2018,24218,9.00,19.00,
15/02/2018,24225,10.00,19.00,
16/02/2018,24229,14.00,16.00,
17/02/2018,24236,13.00,17.00,
18/02/2018,24247,2.00,18.00,
19/02/2018,24255,10.00,18.00,
20/02/2018,24259,13.00,18.00,
21/02/2018,24263,17.00,17.00,
22/02/2018,24274,5.00,19.00,
23/02/2018,24285,7.00,19.00,
24/02/2018,24297,6.00,21.00,
25/02/2018,24306,5.00,22.00,
26/02/2018,24318,8.00,21.00,
27/02/2018,24326,9.00,24.00,
28/02/2018,24334,8.00,24.00,
1/03/2018,24347,6.00,26.00,
2/03/2018,24358,4.00,23.00,
3/03/2018,24360,16.00,26.00,
4/03/2018,24370,8.00,21.00,
5/03/2018,24374,13.00,17.00,
6/03/2018,24380,6.00,14.00,
7/03/2018,24389,11.00,15.00,
8/03/2018,24393,12.00,15.00,
9/03/2018,24402,10.00,17.00,
10/03/2018,24408,9.00,14.00,
11/03/2018,24412,13.00,11.00,
12/03/2018,24421,7.00,10.00,
13/03/2018,24428,8.00,12.00,
14/03/2018,24430,11.00,14.00,
15/03/2018,24442,6.00,14.00,
16/03/2018,24445,15.00,13.00,
17/03/2018,24449,12.00,15.00,
18/03/2018,24451,17.00,22.00,
19/03/2018,24461,6.00,21.00,
20/03/2018,24480,-3.00,20.00,
21/03/2018,24502,0.00,19.00,
22/03/2018,24512,6.00,13.00,
23/03/2018,24523,6.00,14.00,
24/03/2018,24534,6.00,14.00,
25/03/2018,24544,6.00,15.00,
26/03/2018,24557,7.00,16.00,
27/03/2018,24572,3.00,13.00,
28/03/2018,24576,14.00,13.00,
29/03/2018,24579,16.00,15.00,
30/03/2018,24596,2.00,14.00,
31/03/2018,24604,9.00,12.00,
1/04/2018,24614,7.00,12.00,
2/04/2018,24621,7.00,14.00,
3/04/2018,24630,4.00,12.00,
4/04/2018,24641,6.00,10.00,
5/04/2018,24652,4.00,10.00,
6/04/2018,24664,5.00,13.00,
7/04/2018,24683,-3.00,12.00,
8/04/2018,24702,-7.00,7.00,
9/04/2018,24722,-8.00,4.00,
10/04/2018,24730,6.00,6.00,
11/04/2018,24742,0.00,5.00,
12/04/2018,24748,8.00,7.00,
13/04/2018,24753,10.00,9.00,
14/04/2018,24763,8.00,8.00,
15/04/2018,24778,1.00,8.00,
16/04/2018,24790,6.00,5.00,
17/04/2018,24809,-3.00,7.00,
18/04/2018,24834,-14.00,6.00,
19/04/2018,24857,-6.00,4.00,
20/04/2018,24882,-12.00,2.00,
21/04/2018,24905,-7.00,1.00,
22/04/2018,24928,-9.00,1.00,
23/04/2018,24948,-7.00,3.00,
24/04/2018,24963,-1.00,5.00,
25/04/2018,24977,0.00,5.00,
26/04/2018,24993,-1.00,6.00,
27/04/2018,25017,-4.00,8.00,
28/04/2018,25030,6.00,7.00,
29/04/2018,25040,7.00,7.00,
30/04/2018,25043,13.00,8.00,
1/05/2018,25051,5.00,10.00,
2/05/2018,25075,-7.00,10.00,
3/05/2018,25098,-6.00,9.00,
4/05/2018,25123,-11.00,6.00,
5/05/2018,25151,-13.00,6.00,
6/05/2018,25179,-12.00,3.00,
7/05/2018,25206,-12.00,1.00,
8/05/2018,25232,-8.00,2.00,
9/05/2018,25259,-15.00,1.00,
10/05/2018,25284,-14.00,1.00,
11/05/2018,25297,2.00,2.00,
12/05/2018,25316,-1.00,3.00,
13/05/2018,25335,-4.00,3.00,
14/05/2018,25337,6.00,5.00,
15/05/2018,25362,-8.00,4.00,
16/05/2018,25386,-8.00,2.00,
17/05/2018,25403,-2.00,2.00,
18/05/2018,25432,-16.00,4.00,
19/05/2018,25462,-18.00,5.00,
20/05/2018,25474,4.00,7.00,
21/05/2018,25500,-10.00,3.00,
22/05/2018,25521,-7.00,1.00,
23/05/2018,25536,-2.00,1.00,
24/05/2018,25556,-6.00,2.00,
25/05/2018,25572,-2.00,0.00,
26/05/2018,25590,-6.00,0.00,
27/05/2018,25610,-10.00,0.00,
28/05/2018,25631,-7.00,0.00,
29/05/2018,25657,-12.00,0.00,
30/05/2018,25670,-3.00,0.00,
31/05/2018,25695,-11.00,0.00,
1/06/2018,25716,-9.00,0.00,
2/06/2018,25721,9.00,0.00,
3/06/2018,25731,2.00,0.00,
4/06/2018,25750,-2.00,0.00,
5/06/2018,25774,-11.00,0.00,
6/06/2018,25789,-2.00,0.00,
7/06/2018,25815,-14.00,0.00,
8/06/2018,25828,1.00,0.00,
9/06/2018,25845,-4.00,0.00,
10/06/2018,25866,-7.00,0.00,
11/06/2018,25884,-12.00,0.00,
12/06/2018,25903,-3.00,0.00,
13/06/2018,25916,0.00,1.00,
14/06/2018,25932,-5.00,2.00,
15/06/2018,25942,5.00,2.00,
16/06/2018,25963,-4.00,1.00,
17/06/2018,25984,-11.00,1.00,
18/06/2018,25993,5.00,2.00,
19/06/2018,26006,1.00,1.00,
20/06/2018,26013,8.00,2.00,
21/06/2018,26044,-20.00,1.00,
22/06/2018,26062,-2.00,1.00,
23/06/2018,26072,6.00,4.00,
24/06/2018,26096,-8.00,2.00,
25/06/2018,26120,-11.00,1.00,
26/06/2018,26147,-11.00,2.00,
27/06/2018,26177,-17.00,1.00,
28/06/2018,26203,-16.00,1.00,
29/06/2018,26229,-14.00,1.00,
30/06/2018,26258,-19.00,0.00,
1/07/2018,26285,-18.00,1.00,
2/07/2018,26315,-24.00,0.00,
3/07/2018,26345,-19.00,0.00,
4/07/2018,26365,-8.00,0.00,
5/07/2018,26391,-15.00,0.00,
6/07/2018,26422,-19.00,0.00,
7/07/2018,26442,-9.00,0.00,
8/07/2018,26464,-13.00,0.00,
9/07/2018,26492,-16.00,0.00,
10/07/2018,26506,-3.00,0.00,
11/07/2018,26511,10.00,0.00,
12/07/2018,26525,-4.00,0.00,
13/07/2018,26555,-23.00,0.00,
14/07/2018,26580,-13.00,0.00,
15/07/2018,26608,-13.00,0.00,
16/07/2018,26634,-15.00,0.00,
17/07/2018,26651,-5.00,0.00,
18/07/2018,26675,-11.00,0.00,
19/07/2018,26695,-9.00,0.00,
20/07/2018,26715,-10.00,0.00,
21/07/2018,26727,-1.00,0.00,
22/07/2018,26753,-18.00,0.00,
23/07/2018,26775,-10.00,0.00,
24/07/2018,26796,-14.00,0.00,
25/07/2018,26816,-11.00,0.00,
26/07/2018,26841,-16.00,0.00,
27/07/2018,26861,-10.00,0.00,
28/07/2018,26879,-9.00,0.00,
29/07/2018,26906,-17.00,0.00,
30/07/2018,26920,-4.00,0.00,
31/07/2018,26940,-8.00,0.00,
1/08/2018,26963,-13.00,0.00,
2/08/2018,26988,-16.00,0.00,
3/08/2018,27014,-15.00,0.00,
4/08/2018,27038,-16.00,0.00,
5/08/2018,27060,-13.00,0.00,
6/08/2018,27087,-13.00,0.00,
7/08/2018,27112,-15.00,0.00,
8/08/2018,27130,-9.00,0.00,
9/08/2018,27148,-7.00,0.00,
10/08/2018,27155,4.00,0.00,
11/08/2018,27172,-4.00,0.00,
12/08/2018,27194,-7.00,0.00,
13/08/2018,27212,-4.00,0.00,
14/08/2018,27226,-1.00,0.00,
15/08/2018,27236,4.00,0.00,
16/08/2018,27246,2.00,0.00,
17/08/2018,27269,-10.00,0.00,
18/08/2018,27292,-12.00,0.00,
19/08/2018,27301,5.00,1.00,
20/08/2018,27322,-6.00,1.00,
21/08/2018,27329,3.00,1.00,
22/08/2018,27345,-4.00,1.00,
23/08/2018,27368,-13.00,0.00,
24/08/2018,27379,4.00,1.00,
25/08/2018,27393,-1.00,1.00,
26/08/2018,27412,-6.00,2.00,
27/08/2018,27420,6.00,3.00,
28/08/2018,27429,7.00,3.00,
29/08/2018,27445,-2.00,1.00,
30/08/2018,27450,9.00,3.00,
31/08/2018,27470,-5.00,3.00,
1/09/2018,27480,-5.00,3.00,
2/09/2018,27505,-5.00,3.00,
3/09/2018,27526,-8.00,2.00,
4/09/2018,27531,11.00,2.00,
5/09/2018,27543,3.00,0.00,
6/09/2018,27556,-1.00,1.00,
7/09/2018,27570,1.00,1.00,
8/09/2018,27591,-10.00,2.00,
9/09/2018,27601,5.00,3.00,
10/09/2018,27621,-4.00,2.00,
11/09/2018,27632,2.00,1.00,
12/09/2018,27653,-8.00,1.00,
13/09/2018,27663,3.00,1.00,
14/09/2018,27672,4.00,4.00,
15/09/2018,27681,7.00,4.00,
16/09/2018,27691,4.00,4.00,
17/09/2018,27705,-1.00,3.00,
18/09/2018,27723,-4.00,3.00,
19/09/2018,27741,-4.00,1.00,
20/09/2018,27754,-4.00,1.00,
21/09/2018,27771,-1.00,1.00,
22/09/2018,27788,0.00,2.00,
23/09/2018,27793,10.00,4.00,
24/09/2018,27797,12.00,7.00,
25/09/2018,27812,3.00,8.00,
26/09/2018,27826,-2.00,8.00,
27/09/2018,27843,-2.00,7.00,
28/09/2018,27859,-5.00,7.00,
29/09/2018,27871,5.00,6.00,
30/09/2018,27886,1.00,7.00,
1/10/2018,27895,3.00,8.00,
2/10/2018,27905,7.00,8.00,
3/10/2018,27911,12.00,9.00,
4/10/2018,27926,-2.00,6.00,
5/10/2018,27938,8.00,5.00,
6/10/2018,27951,-1.00,6.00,
7/10/2018,27963,3.00,4.00,
8/10/2018,27975,3.00,6.00,
9/10/2018,27986,3.00,7.00,
10/10/2018,27998,2.00,7.00,
11/10/2018,28010,6.00,6.00,
12/10/2018,28021,4.00,3.00,
13/10/2018,28030,6.00,2.00,
14/10/2018,28040,5.00,2.00,
15/10/2018,28049,-1.00,2.00,
16/10/2018,28060,3.00,3.00,
17/10/2018,28071,6.00,3.00,
18/10/2018,28077,8.00,5.00,
19/10/2018,28081,10.00,5.00,
20/10/2018,28086,10.00,5.00,
21/10/2018,28095,8.00,8.00,
22/10/2018,28101,9.00,7.00,
23/10/2018,28109,9.00,7.00,
24/10/2018,28115,9.00,8.00,
25/10/2018,28117,9.00,6.00,
26/10/2018,28120,12.00,7.00,
27/10/2018,28122,16.00,9.00,
28/10/2018,28130,7.00,11.00,
29/10/2018,28137,10.00,13.00,
30/10/2018,28139,15.00,14.00,
31/10/2018,28140,14.00,15.00,
1/11/2018,28146,11.00,12.00,
2/11/2018,28148,17.00,10.00,
3/11/2018,28157,7.00,12.00,
4/11/2018,28164,9.00,12.00,
5/11/2018,28171,12.00,13.00,
6/11/2018,28176,12.00,11.00,
7/11/2018,28181,10.00,9.00,
8/11/2018,28183,12.00,9.00,
9/11/2018,28191,8.00,10.00,
10/11/2018,28196,13.00,10.00,
11/11/2018,28197,14.00,10.00,
12/11/2018,28199,16.00,9.00,
13/11/2018,28201,15.00,10.00,
14/11/2018,28207,12.00,10.00,
15/11/2018,28212,12.00,10.00,
16/11/2018,28218,10.00,11.00,
17/11/2018,28219,13.00,12.00,
18/11/2018,28225,15.00,15.00,
19/11/2018,28232,11.00,15.00,
20/11/2018,28234,14.00,16.00,
21/11/2018,28235,19.00,17.00,
22/11/2018,28239,14.00,14.00,
23/11/2018,28244,13.00,15.00,
24/11/2018,28249,13.00,15.00,
25/11/2018,28251,12.00,15.00,
26/11/2018,28251,20.00,15.00,
27/11/2018,28252,14.00,14.00,
28/11/2018,28255,18.00,15.00,
29/11/2018,28256,17.00,13.00,
30/11/2018,28258,12.00,11.00,
1/12/2018,28262,17.00,11.00,
2/12/2018,28263,17.00,12.00,
3/12/2018,28265,13.00,8.00,
4/12/2018,28266,10.00,11.00,
5/12/2018,28268,14.00,12.00,
6/12/2018,28269,16.00,12.00,
7/12/2018,28269,14.00,10.00,
8/12/2018,28270,16.00,12.00,
9/12/2018,28271,15.00,13.00,
10/12/2018,28273,18.00,13.00,
11/12/2018,28276,12.00,14.00,
12/12/2018,28279,16.00,15.00,
13/12/2018,28284,7.00,16.00,
14/12/2018,28288,15.00,19.00,
15/12/2018,28289,14.00,19.00,
16/12/2018,28292,15.00,17.00,
17/12/2018,28292,19.00,18.00,
18/12/2018,28297,14.00,16.00,
19/12/2018,28299,14.00,13.00,
20/12/2018,28301,17.00,13.00,
21/12/2018,28302,13.00,13.00,
22/12/2018,28303,17.00,13.00,
23/12/2018,28306,12.00,12.00,
24/12/2018,28306,17.00,12.00,
25/12/2018,28309,16.00,10.00,
26/12/2018,28313,16.00,15.00,
27/12/2018,28317,13.00,19.00,
28/12/2018,28319,14.00,16.00,
29/12/2018,28320,14.00,18.00,
30/12/2018,28321,18.00,15.00,
31/12/2018,28322,16.00,13.00,
1/01/2019,28323,19.00,12.00,
2/01/2019,28324,16.00,13.00,
3/01/2019,28325,16.00,15.00,
4/01/2019,28328,14.00,13.00,
5/01/2019,28329,21.00,17.00,
6/01/2019,28329,17.00,15.00,
7/01/2019,28329,18.00,14.00,
8/01/2019,28330,16.00,14.00,
9/01/2019,28331,15.00,16.00,
10/01/2019,28335,17.00,16.00,
11/01/2019,28337,20.00,17.00,
12/01/2019,28339,19.00,15.00,
13/01/2019,28339,16.00,13.00,
14/01/2019,28341,12.00,13.00,
15/01/2019,28343,17.00,14.00,
16/01/2019,28345,18.00,15.00,
17/01/2019,28346,14.00,16.00,
18/01/2019,28348,18.00,17.00,
19/01/2019,28352,14.00,20.00,
20/01/2019,28358,16.00,18.00,
21/01/2019,28363,11.00,20.00,
22/01/2019,28369,11.00,21.00,
23/01/2019,28370,13.00,22.00,
24/01/2019,28372,18.00,22.00,
25/01/2019,28374,18.00,18.00,
26/01/2019,28375,14.00,20.00,
27/01/2019,28377,19.00,16.00,
28/01/2019,28378,15.00,15.00,
29/01/2019,28381,13.00,18.00,
30/01/2019,28386,13.00,19.00,
31/01/2019,28388,19.00,21.00,
1/02/2019,28389,14.00,20.00,
2/02/2019,28391,18.00,18.00,
3/02/2019,28393,14.00,17.00,
4/02/2019,28396,10.00,17.00,
5/02/2019,28398,18.00,20.00,
6/02/2019,28400,22.00,18.00,
7/02/2019,28402,10.00,15.00,
8/02/2019,28407,12.00,14.00,
9/02/2019,28408,14.00,15.00,
10/02/2019,28412,17.00,15.00,
11/02/2019,28414,8.00,14.00,
12/02/2019,28418,13.00,16.00,
13/02/2019,28427,6.00,15.00,
14/02/2019,28435,14.00,18.00,
15/02/2019,28444,11.00,14.00,
16/02/2019,28453,6.00,14.00,
17/02/2019,28462,6.00,13.00,
18/02/2019,28471,9.00,14.00,
19/02/2019,28480,9.00,12.00,
